"","work_year","experience_level","employment_type","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","discipline","role","leadership","standardized_year","standardized_remote_ratio"
"56",2020,"2","FT",148261,"DE",100,"DE","2","Data Science","Research","1",-2.03034945335895,0.714272939627956
"57",2020,"1","FT",38776,"ES",100,"ES","2","Data Science","Research","0",-2.03034945335895,0.714272939627956
"58",2020,"1","FT",118000,"US",100,"US","2","Data Science","Research","0",-2.03034945335895,0.714272939627956
"59",2020,"2","FT",120000,"US",50,"US","3","Data Science","Research","0",-2.03034945335895,-0.513952766757793
"60",2020,"1","FT",138350,"US",100,"US","2","Data Science","Research","0",-2.03034945335895,0.714272939627956
"61",2020,"1","FT",110000,"US",100,"US","3","Data Science","Engineering","0",-2.03034945335895,0.714272939627956
"62",2020,"1","FT",130800,"ES",100,"US","2","Data Science","Engineering","0",-2.03034945335895,0.714272939627956
"63",2020,"0","PT",21669,"IT",50,"IT","1","Data Science","Research","0",-2.03034945335895,-0.513952766757793
"64",2020,"2","FT",412000,"US",100,"US","3","Data Science","Research","0",-2.03034945335895,0.714272939627956
"65",2020,"2","FT",45618,"HR",100,"HR","1","Machine Learning","Engineering","0",-2.03034945335895,0.714272939627956
"66",2020,"0","FT",62726,"DE",50,"DE","1","Data Science","Research","0",-2.03034945335895,-0.513952766757793
"67",2020,"0","FT",49268,"DE",0,"DE","1","Data Science","Research","0",-2.03034945335895,-1.74217847314354
"68",2020,"2","FT",190200,"US",100,"US","2","Data Science","Research","1",-2.03034945335895,0.714272939627956
"69",2020,"0","FT",105000,"US",100,"US","1","Data Science","Research","0",-2.03034945335895,0.714272939627956
"70",2020,"2","FT",91237,"AT",0,"AT","1","Data Science","Research","0",-2.03034945335895,-1.74217847314354
"71",2020,"1","FT",62726,"FR",50,"LU","1","Data Science","Research","0",-2.03034945335895,-0.513952766757793
"72",2020,"1","FT",42197,"FR",50,"FR","1","Data Science","Research","0",-2.03034945335895,-0.513952766757793
"73",2021,"0","FT",82528,"GB",50,"GB","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"74",2021,"3","FT",150000,"IN",100,"US","3","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"75",2021,"3","FT",235000,"US",100,"US","3","Data Science","Unspecified","1",-0.585540405071787,0.714272939627956
"76",2021,"2","FT",53192,"FR",50,"FR","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"77",2021,"1","FT",100000,"US",100,"US","2","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"78",2021,"1","PT",5409,"IN",50,"IN","2","Artificial Intelligence","Research","0",-0.585540405071787,-0.513952766757793
"79",2021,"1","CT",270000,"US",100,"US","3","Machine Learning","Engineering","0",-0.585540405071787,0.714272939627956
"80",2021,"0","FT",80000,"US",100,"US","2","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"81",2021,"2","FT",79197,"DE",100,"DE","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"82",2021,"1","FT",140000,"US",100,"US","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"83",2021,"1","FT",54238,"GB",50,"CA","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"84",2021,"1","FT",47282,"ES",100,"ES","1","Machine Learning","Engineering","0",-0.585540405071787,0.714272939627956
"85",2021,"3","FT",153667,"IT",100,"PL","3","Data Science","Research","1",-0.585540405071787,0.714272939627956
"86",2021,"1","FT",28476,"PL",100,"PL","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"87",2021,"0","FT",59102,"FR",50,"FR","2","Data Science","Analyst","0",-0.585540405071787,-0.513952766757793
"88",2021,"1","FT",110000,"US",100,"US","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"89",2021,"2","FT",170000,"US",100,"US","3","Data Science","Analyst","1",-0.585540405071787,0.714272939627956
"90",2021,"2","FT",80000,"BG",100,"US","1","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"91",2021,"2","FT",88654,"GR",100,"DK","3","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"92",2021,"0","FT",76833,"DE",100,"DE","1","Data Science","Research","0",-0.585540405071787,0.714272939627956
"93",2021,"1","FT",19609,"IN",100,"IN","3","Data Science","Analyst","1",-0.585540405071787,0.714272939627956
"94",2021,"2","FT",276000,"US",0,"US","3","Data Science","Engineering","1",-0.585540405071787,-1.74217847314354
"95",2021,"0","FT",29751,"IN",50,"IN","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"96",2021,"1","FT",89294,"SG",50,"SG","3","Data Science","Engineering","0",-0.585540405071787,-0.513952766757793
"97",2021,"0","PT",12000,"BR",100,"US","1","Data Science","Research","0",-0.585540405071787,0.714272939627956
"98",2021,"1","FT",450000,"US",100,"US","3","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"99",2021,"0","FT",70000,"US",100,"US","2","Artificial Intelligence","Engineering","0",-0.585540405071787,0.714272939627956
"100",2021,"1","FT",95746,"DE",100,"US","1","Artificial Intelligence","Engineering","0",-0.585540405071787,0.714272939627956
"101",2021,"1","FT",75000,"US",0,"US","3","Data Science","Analyst","0",-0.585540405071787,-1.74217847314354
"102",2021,"2","FT",150000,"US",100,"US","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"103",2021,"1","FT",36259,"HU",50,"US","3","Data Science","Analyst","0",-0.585540405071787,-0.513952766757793
"104",2021,"1","FT",62000,"US",0,"US","3","Data Science","Analyst","0",-0.585540405071787,-1.74217847314354
"105",2021,"1","FT",73000,"US",0,"US","3","Data Science","Research","0",-0.585540405071787,-1.74217847314354
"106",2021,"1","FT",51519,"GB",50,"GB","3","Data Science","Analyst","0",-0.585540405071787,-0.513952766757793
"107",2021,"1","FT",187442,"CA",100,"CA","3","Data Science","Research","0",-0.585540405071787,0.714272939627956
"108",2021,"2","FT",115000,"US",100,"US","1","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"109",2021,"2","FT",150000,"US",100,"US","2","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"110",2021,"0","FT",30428,"IN",100,"IN","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"111",2021,"2","FT",94564,"DE",50,"DE","3","Machine Learning","Engineering","0",-0.585540405071787,-0.513952766757793
"112",2021,"2","FT",113476,"GB",100,"GB","2","Data Science","Engineering","1",-0.585540405071787,0.714272939627956
"113",2021,"2","FT",103160,"GB",100,"GB","1","Data Science","Engineering","1",-0.585540405071787,0.714272939627956
"114",2021,"0","PT",12000,"PK",100,"US","2","Data Science","Research","0",-0.585540405071787,0.714272939627956
"115",2021,"1","FT",45391,"NL",100,"NL","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"116",2021,"0","FT",225000,"US",100,"US","3","Data Science","Research","0",-0.585540405071787,0.714272939627956
"117",2021,"1","FT",50000,"NG",100,"NG","3","Data Science","Research","0",-0.585540405071787,0.714272939627956
"118",2021,"1","FT",40189,"GR",100,"GR","2","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"119",2021,"0","FT",90000,"US",100,"US","1","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"120",2021,"1","FT",200000,"US",100,"US","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"121",2021,"1","FT",60000,"ES",50,"RO","2","Data Science","Engineering","0",-0.585540405071787,-0.513952766757793
"122",2021,"2","FT",200000,"US",100,"US","2","Data Science","Engineering","1",-0.585540405071787,0.714272939627956
"123",2021,"0","FT",50000,"US",100,"US","2","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"124",2021,"0","FT",110037,"GB",0,"GB","3","Data Science","Research","0",-0.585540405071787,-1.74217847314354
"125",2021,"0","PT",10354,"ES",50,"ES","2","Data Science","Analyst","0",-0.585540405071787,-0.513952766757793
"126",2021,"1","FT",151000,"US",100,"US","3","Data Science","Research","1",-0.585540405071787,0.714272939627956
"127",2021,"2","FT",120000,"US",50,"US","1","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"128",2021,"1","FT",9466,"IN",0,"IN","1","Data Science","Research","0",-0.585540405071787,-1.74217847314354
"129",2021,"0","FT",20000,"IN",100,"IN","1","Machine Learning","Engineering","0",-0.585540405071787,0.714272939627956
"130",2021,"2","FT",40570,"IN",50,"IN","3","Data Science","Research","1",-0.585540405071787,-0.513952766757793
"131",2021,"0","FT",100000,"IQ",50,"IQ","1","Machine Learning","Engineering","0",-0.585540405071787,-0.513952766757793
"132",2021,"0","FT",49646,"FR",50,"FR","2","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"133",2021,"1","FT",38400,"VN",100,"US","2","Data Science","Research","0",-0.585540405071787,0.714272939627956
"134",2021,"2","FT",24000,"BR",100,"BR","2","Artificial Intelligence","Engineering","0",-0.585540405071787,0.714272939627956
"135",2021,"0","FT",100000,"US",0,"US","1","Data Science","Research","0",-0.585540405071787,-1.74217847314354
"136",2021,"1","FT",90000,"US",100,"US","2","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"137",2021,"1","FT",63711,"JP",50,"JP","1","Machine Learning","Engineering","0",-0.585540405071787,-0.513952766757793
"138",2021,"1","FT",77364,"JP",50,"JP","1","Machine Learning","Engineering","0",-0.585540405071787,-0.513952766757793
"139",2021,"2","FT",220000,"US",0,"US","3","Data Science","Research","1",-0.585540405071787,-1.74217847314354
"140",2021,"0","FT",80000,"US",100,"US","2","Data Science","Research","0",-0.585540405071787,0.714272939627956
"141",2021,"1","FT",135000,"US",100,"US","3","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"142",2021,"2","FT",240000,"US",0,"US","3","Data Science","Research","1",-0.585540405071787,-1.74217847314354
"143",2021,"2","FT",150000,"US",0,"US","3","Data Science","Engineering","1",-0.585540405071787,-1.74217847314354
"144",2021,"1","FT",82500,"US",100,"US","1","Data Science","Research","0",-0.585540405071787,0.714272939627956
"145",2021,"1","FT",100000,"US",100,"US","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"146",2021,"2","FT",82744,"BE",50,"BE","2","Machine Learning","Engineering","0",-0.585540405071787,-0.513952766757793
"147",2021,"1","FT",62649,"FR",50,"FR","2","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"148",2021,"1","FT",90000,"US",100,"US","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"149",2021,"2","FT",153000,"US",100,"US","3","Data Science","Engineering","1",-0.585540405071787,0.714272939627956
"150",2021,"2","FT",160000,"BR",100,"US","1","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"151",2021,"2","FT",168000,"JP",0,"JP","1","Data Science","Research","1",-0.585540405071787,-1.74217847314354
"152",2021,"1","FT",150000,"US",100,"US","2","Data Science","Research","0",-0.585540405071787,0.714272939627956
"153",2021,"1","FT",75774,"CA",100,"CA","3","Data Science","Research","0",-0.585540405071787,0.714272939627956
"154",2021,"0","FT",13400,"UA",100,"UA","3","Data Science","Research","0",-0.585540405071787,0.714272939627956
"155",2021,"2","FT",144000,"US",100,"US","3","Data Science","Research","1",-0.585540405071787,0.714272939627956
"156",2021,"2","FT",127221,"CA",50,"CA","3","Data Science","Engineering","0",-0.585540405071787,-0.513952766757793
"157",2021,"1","FT",119059,"SG",100,"IL","2","Data Science","Research","0",-0.585540405071787,0.714272939627956
"158",2021,"1","FT",423000,"US",50,"US","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"159",2021,"2","FT",120000,"US",100,"US","2","Data Science","Analyst","1",-0.585540405071787,0.714272939627956
"160",2021,"0","FT",125000,"US",100,"US","1","Machine Learning","Engineering","0",-0.585540405071787,0.714272939627956
"161",2021,"3","FT",230000,"RU",50,"RU","3","Data Science","Unspecified","1",-0.585540405071787,-0.513952766757793
"162",2021,"3","FT",85000,"RU",0,"RU","2","Data Science","Research","1",-0.585540405071787,-1.74217847314354
"163",2021,"1","FT",28369,"MT",50,"MT","3","Data Science","Engineering","0",-0.585540405071787,-0.513952766757793
"164",2021,"0","FT",63831,"DE",50,"DE","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"165",2021,"3","FT",130026,"DE",50,"DE","2","Data Science","Research","1",-0.585540405071787,-0.513952766757793
"166",2021,"2","FT",165000,"US",100,"US","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"167",2021,"0","FT",80000,"US",100,"US","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"168",2021,"3","FT",250000,"US",0,"US","3","Data Science","Research","1",-0.585540405071787,-1.74217847314354
"169",2021,"0","FT",55000,"US",50,"US","1","Data Science","Analyst","0",-0.585540405071787,-0.513952766757793
"170",2021,"1","FT",150000,"US",100,"US","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"171",2021,"1","FT",170000,"US",100,"US","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"172",2021,"1","FT",82528,"GB",100,"GB","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"173",2021,"0","FT",60000,"US",100,"US","1","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"174",2021,"2","FT",235000,"US",100,"US","3","Data Science","Research","1",-0.585540405071787,0.714272939627956
"175",2021,"2","FT",60757,"PT",50,"PT","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"176",2021,"2","FT",174000,"US",100,"US","3","Data Science","Engineering","1",-0.585540405071787,0.714272939627956
"177",2021,"1","FT",2859,"MX",0,"MX","1","Data Science","Research","0",-0.585540405071787,-1.74217847314354
"178",2021,"1","FT",40038,"CL",100,"CL","3","Data Science","Research","0",-0.585540405071787,0.714272939627956
"179",2021,"0","FT",81000,"US",50,"US","1","Machine Learning","Engineering","0",-0.585540405071787,-0.513952766757793
"180",2021,"1","FT",5679,"IN",100,"US","1","Data Science","Research","0",-0.585540405071787,0.714272939627956
"181",2021,"1","FT",22611,"IN",0,"IN","3","Data Science","Engineering","0",-0.585540405071787,-1.74217847314354
"182",2021,"1","FT",90734,"DE",50,"DE","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"183",2021,"1","FT",26005,"RO",0,"US","3","Data Science","Engineering","0",-0.585540405071787,-1.74217847314354
"184",2021,"2","FT",61896,"GB",50,"GB","3","Data Science","Analyst","0",-0.585540405071787,-0.513952766757793
"185",2021,"1","FL",12000,"PK",50,"PK","2","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"186",2021,"1","FT",4000,"IR",100,"IR","2","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"187",2021,"2","FT",50000,"VN",100,"GB","2","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"188",2021,"3","FT",69741,"FR",100,"ES","1","Data Science","Research","0",-0.585540405071787,0.714272939627956
"189",2021,"2","FT",76833,"RO",50,"GB","1","Data Science","Engineering","0",-0.585540405071787,-0.513952766757793
"190",2021,"1","FT",74000,"JP",50,"JP","1","Machine Learning","Engineering","0",-0.585540405071787,-0.513952766757793
"191",2021,"2","FT",152000,"US",100,"FR","3","Data Science","Research","1",-0.585540405071787,0.714272939627956
"192",2021,"0","FT",21844,"CO",50,"CO","2","Machine Learning","Engineering","0",-0.585540405071787,-0.513952766757793
"193",2021,"1","FT",18000,"MD",0,"MD","1","Data Science","Engineering","0",-0.585540405071787,-1.74217847314354
"194",2021,"2","FT",174000,"US",100,"US","3","Data Science","Research","1",-0.585540405071787,0.714272939627956
"195",2021,"2","FT",96113,"CA",50,"CA","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"196",2021,"1","FT",147000,"US",50,"US","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"197",2021,"0","FT",9272,"KE",100,"KE","1","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"198",2021,"2","FT",24342,"IN",100,"IN","3","Machine Learning","Engineering","0",-0.585540405071787,0.714272939627956
"199",2021,"2","FT",54094,"IN",50,"US","3","Data Science","Research","1",-0.585540405071787,-0.513952766757793
"200",2021,"0","FT",90000,"US",100,"US","1","Data Science","Research","0",-0.585540405071787,0.714272939627956
"201",2021,"1","FT",61467,"DE",50,"AT","2","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"202",2021,"2","FT",195000,"US",100,"US","2","Machine Learning","Engineering","0",-0.585540405071787,0.714272939627956
"203",2021,"1","FT",37825,"ES",100,"ES","3","Data Science","Research","0",-0.585540405071787,0.714272939627956
"204",2021,"2","FT",50000,"FR",100,"US","1","Data Science","Research","0",-0.585540405071787,0.714272939627956
"205",2021,"1","FT",160000,"US",100,"US","3","Data Science","Research","0",-0.585540405071787,0.714272939627956
"206",2021,"1","FT",12901,"BR",0,"BR","1","Data Science","Research","0",-0.585540405071787,-1.74217847314354
"207",2021,"2","FT",200000,"US",100,"US","3","Machine Learning","Engineering","0",-0.585540405071787,0.714272939627956
"208",2021,"2","FT",165000,"US",0,"US","2","Data Science","Engineering","0",-0.585540405071787,-1.74217847314354
"209",2021,"1","FL",20000,"IT",0,"US","3","Data Science","Engineering","0",-0.585540405071787,-1.74217847314354
"210",2021,"2","FT",120000,"US",0,"US","3","Data Science","Analyst","1",-0.585540405071787,-1.74217847314354
"211",2021,"1","FT",24823,"SI",50,"SI","3","Machine Learning","Engineering","0",-0.585540405071787,-0.513952766757793
"212",2021,"1","FT",56738,"FR",50,"FR","1","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"213",2021,"1","FT",66022,"HK",50,"GB","1","Data Science","Engineering","0",-0.585540405071787,-0.513952766757793
"214",2021,"0","FT",5882,"IN",0,"CH","3","Data Science","Engineering","0",-0.585540405071787,-1.74217847314354
"215",2021,"0","FT",24823,"DE",50,"DE","2","Machine Learning","Engineering","0",-0.585540405071787,-0.513952766757793
"216",2021,"2","FT",185000,"US",100,"US","3","Data Science","Engineering","1",-0.585540405071787,0.714272939627956
"217",2021,"0","PT",28609,"DK",50,"DK","1","Artificial Intelligence","Engineering","0",-0.585540405071787,-0.513952766757793
"218",2021,"1","FT",90734,"DE",50,"DE","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"219",2021,"1","FT",88654,"BE",100,"BE","2","Machine Learning","Engineering","0",-0.585540405071787,0.714272939627956
"220",2021,"2","FT",140000,"US",100,"US","3","Data Science","Analyst","1",-0.585540405071787,0.714272939627956
"221",2021,"1","FT",46597,"PL",100,"PL","3","Machine Learning","Engineering","0",-0.585540405071787,0.714272939627956
"222",2021,"1","FT",116914,"GB",50,"GB","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"223",2021,"1","FT",33808,"IN",0,"IN","2","Data Science","Research","0",-0.585540405071787,-1.74217847314354
"224",2021,"1","FT",56256,"GB",50,"GB","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"225",2021,"2","FT",225000,"US",100,"CA","3","Data Science","Research","0",-0.585540405071787,0.714272939627956
"226",2021,"3","CT",416000,"US",100,"US","1","Data Science","Research","1",-0.585540405071787,0.714272939627956
"227",2021,"2","FT",87738,"CA",100,"CA","1","Data Science","Research","0",-0.585540405071787,0.714272939627956
"228",2021,"1","FT",88654,"DE",50,"DE","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"229",2021,"2","FT",135000,"US",0,"US","3","Data Science","Research","0",-0.585540405071787,-1.74217847314354
"230",2021,"2","FT",71786,"CA",100,"CA","2","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"231",2021,"0","FT",16228,"IN",100,"IN","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"232",2021,"2","FT",256000,"US",100,"US","1","Machine Learning","Engineering","0",-0.585540405071787,0.714272939627956
"233",2021,"2","FT",200000,"US",100,"US","3","Data Science","Engineering","1",-0.585540405071787,0.714272939627956
"234",2021,"2","FT",200000,"US",100,"US","3","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"235",2021,"1","FT",180000,"US",100,"US","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"236",2021,"1","FT",110000,"US",0,"US","1","Data Science","Research","1",-0.585540405071787,-1.74217847314354
"237",2021,"1","FT",63810,"CA",100,"CA","2","Data Science","Research","0",-0.585540405071787,0.714272939627956
"238",2021,"1","FT",46809,"ES",100,"ES","2","Data Science","Research","0",-0.585540405071787,0.714272939627956
"239",2021,"0","FT",4000,"VN",0,"VN","2","Data Science","Research","0",-0.585540405071787,-1.74217847314354
"240",2021,"0","FT",21637,"IN",50,"IN","2","Data Science","Engineering","0",-0.585540405071787,-0.513952766757793
"241",2021,"2","FT",103691,"CA",100,"CA","3","Data Science","Research","0",-0.585540405071787,0.714272939627956
"242",2021,"1","FT",80000,"US",100,"US","3","Data Science","Analyst","0",-0.585540405071787,0.714272939627956
"243",2021,"1","FT",110000,"US",100,"US","3","Data Science","Engineering","0",-0.585540405071787,0.714272939627956
"244",2021,"2","FT",165000,"US",100,"US","3","Data Science","Research","0",-0.585540405071787,0.714272939627956
"245",2021,"0","FT",18053,"IN",100,"AS","1","Data Science","Research","0",-0.585540405071787,0.714272939627956
"246",2021,"1","FT",72212,"GB",50,"GB","3","Data Science","Engineering","0",-0.585540405071787,-0.513952766757793
"247",2021,"0","FT",36643,"FR",50,"FR","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
"248",2021,"1","FT",12103,"TR",0,"TR","2","Data Science","Engineering","0",-0.585540405071787,-1.74217847314354
"249",2021,"2","FT",96282,"GB",50,"GB","3","Data Science","Engineering","0",-0.585540405071787,-0.513952766757793
"250",2021,"2","FT",170000,"US",100,"US","2","Data Science","Analyst","1",-0.585540405071787,0.714272939627956
"251",2021,"1","FT",115000,"US",50,"US","3","Data Science","Research","0",-0.585540405071787,-0.513952766757793
